sample_id,filetype,filename,path,production,coverage,deepconsensus_coverage,deepconsensus_filename,deepconsensus_path,ccs_algorithm,study,accession,bioproject_accession,biosample_accession,generator_contact,generator_facility,library_strategy,library_source,platform,instrument_model,total_gpb,n50,mm_tag,primrose_filename,lima_version
HG04199,bam,m54329U_210614_155303.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG04199/raw_data/PacBio_HiFi/m54329U_210614_155303.hifi_reads.bam,UW_HPRC_HiFi_Y2,6.9,8.07,HG04199.m54329U_210614_155303.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG04199/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04199.m54329U_210614_155303.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158602,PRJNA701308,SAMN26267389,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,21.31,18545,TRUE,m54329U_210614_155303.5mc.hifi_reads.bam,
HG04204,bam,m54329U_210507_224951-bc1003_BAK8A_OA.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG04204/raw_data/PacBio_HiFi/m54329U_210507_224951-bc1003_BAK8A_OA.hifi_reads.bam,UW_HPRC_HiFi_Y2,1.2,1.58,HG04204.m54329U_210507_224951.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04204/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04204.m54329U_210507_224951.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158603,PRJNA701308,SAMN26267390,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,3.67,19409,TRUE,m54329U_210507_224951-bc1003_BAK8A_OA.5mc.hifi_reads.bam,2.1.0
HG04228,bam,m54329U_210507_224951-bc1008_BAK8A_OA.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG04228/raw_data/PacBio_HiFi/m54329U_210507_224951-bc1008_BAK8A_OA.hifi_reads.bam,UW_HPRC_HiFi_Y2,1.1,1.46,HG04228.m54329U_210507_224951.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04228/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04228.m54329U_210507_224951.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158583,PRJNA701308,SAMN26267391,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,3.36,19981,TRUE,m54329U_210507_224951-bc1008_BAK8A_OA.5mc.hifi_reads.bam,2.1.0
HG02135,bam,m54329U_210615_233707-bc1009_BAK8A_OA.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m54329U_210615_233707-bc1009_BAK8A_OA.hifi_reads.bam,UW_HPRC_HiFi_Y2,6.5,7.8,HG02135.m54329U_210615_233707.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02135/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02135.m54329U_210615_233707.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158584,PRJNA701308,SAMN26267392,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,20.11,17751,TRUE,m54329U_210615_233707-bc1009_BAK8A_OA.5mc.hifi_reads.bam,2.1.0
HG01884,bam,m54329U_210716_214728.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m54329U_210716_214728.hifi_reads.bam,UW_HPRC_HiFi_Y2,11,12.42,HG01884.m54329U_210716_214728.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01884.m54329U_210716_214728.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158605,PRJNA701308,SAMN26267393,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,34.11,18214,TRUE,m54329U_210716_214728.5mc.hifi_reads.bam,
HG02135,bam,m64076_210529_081414.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m64076_210529_081414.hifi_reads.bam,UW_HPRC_HiFi_Y2,4.3,4.85,HG02135.m64076_210529_081414.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02135/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02135.m64076_210529_081414.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158606,PRJNA701308,SAMN26267392,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,13.47,17468,TRUE,m64076_210529_081414.5mc.hifi_reads.bam,
HG02135,bam,m64076_210719_222908.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m64076_210719_222908.hifi_reads.bam,UW_HPRC_HiFi_Y2,8.4,11.18,HG02135.m64076_210719_222908.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02135/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02135.m64076_210719_222908.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158585,PRJNA701308,SAMN26267392,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,26.15,17809,TRUE,m64076_210719_222908.5mc.hifi_reads.bam,
HG02293,bam,m64076_210716_220011.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/m64076_210716_220011.hifi_reads.bam,UW_HPRC_HiFi_Y2,10.6,12.43,HG02293.m64076_210716_220011.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02293.m64076_210716_220011.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158587,PRJNA701308,SAMN26267394,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,32.73,19171,TRUE,m64076_210716_220011.5mc.hifi_reads.bam,
HG02300,bam,m54329U_210702_182525.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m54329U_210702_182525.hifi_reads.bam,UW_HPRC_HiFi_Y2,9.8,11.36,HG02300.m54329U_210702_182525.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02300.m54329U_210702_182525.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158586,PRJNA701308,SAMN26267395,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,30.36,17975,TRUE,m54329U_210702_182525.5mc.hifi_reads.bam,
HG02738,bam,m64076_210706_214544.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m64076_210706_214544.hifi_reads.bam,UW_HPRC_HiFi_Y2,7.2,8.97,HG02738.m64076_210706_214544.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02738.m64076_210706_214544.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158588,PRJNA701308,SAMN26267396,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,22.46,18995,TRUE,m64076_210706_214544.5mc.hifi_reads.bam,
HG04184,bam,m64076_210708_084125.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG04184/raw_data/PacBio_HiFi/m64076_210708_084125.hifi_reads.bam,UW_HPRC_HiFi_Y2,9,11.07,HG04184.m64076_210708_084125.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG04184/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04184.m64076_210708_084125.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158589,PRJNA701308,SAMN26267397,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,27.88,18541,TRUE,m64076_210708_084125.5mc.hifi_reads.bam,
HG04228,bam,m64076_210620_030428.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG04228/raw_data/PacBio_HiFi/m64076_210620_030428.hifi_reads.bam,UW_HPRC_HiFi_Y2,9.9,11.51,HG04228.m64076_210620_030428.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04228/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04228.m64076_210620_030428.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158590,PRJNA701308,SAMN26267391,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,30.58,20120,TRUE,m64076_210620_030428.5mc.hifi_reads.bam,
HG00642,bam,m64076_210516_091844.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00642/raw_data/PacBio_HiFi/m64076_210516_091844.hifi_reads.bam,UW_HPRC_HiFi_Y2,8.9,11.28,HG00642.m64076_210516_091844.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG00642/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00642.m64076_210516_091844.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158610,PRJNA701308,SAMN26267378,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,27.53,19398,TRUE,m64076_210516_091844.5mc.hifi_reads.bam,
HG01346,bam,m54329U_210629_024631.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01346/raw_data/PacBio_HiFi/m54329U_210629_024631.hifi_reads.bam,UW_HPRC_HiFi_Y2,11.7,12.91,HG01346.m54329U_210629_024631.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01346/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01346.m54329U_210629_024631.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158609,PRJNA701308,SAMN26267379,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,36.16,18348,TRUE,m54329U_210629_024631.5mc.hifi_reads.bam,
HG02071,bam,m64076_210607_215041.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02071/raw_data/PacBio_HiFi/m64076_210607_215041.hifi_reads.bam,UW_HPRC_HiFi_Y2,10.7,12.59,HG02071.m64076_210607_215041.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02071/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02071.m64076_210607_215041.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158592,PRJNA701308,SAMN26267380,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,33.31,18798,TRUE,m64076_210607_215041.5mc.hifi_reads.bam,
HG02074,bam,m54329U_210630_194237.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02074/raw_data/PacBio_HiFi/m54329U_210630_194237.hifi_reads.bam,UW_HPRC_HiFi_Y2,8.9,10.73,HG02074.m54329U_210630_194237.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02074/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02074.m54329U_210630_194237.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158594,PRJNA701308,SAMN26267381,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,27.52,19031,TRUE,m54329U_210630_194237.5mc.hifi_reads.bam,
HG02132,bam,m54329U_210704_040110.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02132/raw_data/PacBio_HiFi/m54329U_210704_040110.hifi_reads.bam,UW_HPRC_HiFi_Y2,9.9,11.33,HG02132.m54329U_210704_040110.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02132/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02132.m54329U_210704_040110.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158595,PRJNA701308,SAMN26267382,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,30.6,20088,TRUE,m54329U_210704_040110.5mc.hifi_reads.bam,
HG02647,bam,m64076_210527_231639.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02647/raw_data/PacBio_HiFi/m64076_210527_231639.hifi_reads.bam,UW_HPRC_HiFi_Y2,8.4,10.12,HG02647.m64076_210527_231639.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02647/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02647.m64076_210527_231639.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158597,PRJNA701308,SAMN26267383,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,25.95,17259,TRUE,m64076_210527_231639.5mc.hifi_reads.bam,
HG03927,bam,m64076_210514_222349.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03927/raw_data/PacBio_HiFi/m64076_210514_222349.hifi_reads.bam,UW_HPRC_HiFi_Y2,8.4,10.23,HG03927.m64076_210514_222349.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG03927/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03927.m64076_210514_222349.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158598,PRJNA701308,SAMN26267386,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,25.98,15842,TRUE,m64076_210514_222349.5mc.hifi_reads.bam,
HG03942,bam,m64076_210606_095247.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03942/raw_data/PacBio_HiFi/m64076_210606_095247.hifi_reads.bam,UW_HPRC_HiFi_Y2,10,11.77,HG03942.m64076_210606_095247.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG03942/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03942.m64076_210606_095247.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158601,PRJNA701308,SAMN26267387,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,30.91,18868,TRUE,m64076_210606_095247.5mc.hifi_reads.bam,
HG04115,bam,m64076_210625_220013.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG04115/raw_data/PacBio_HiFi/m64076_210625_220013.hifi_reads.bam,UW_HPRC_HiFi_Y2,9.8,11.15,HG04115.m64076_210625_220013.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG04115/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04115.m64076_210625_220013.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158600,PRJNA701308,SAMN26267388,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,30.35,22340,TRUE,m64076_210625_220013.5mc.hifi_reads.bam,
HG04199,bam,m54329U_210620_071842.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG04199/raw_data/PacBio_HiFi/m54329U_210620_071842.hifi_reads.bam,UW_HPRC_HiFi_Y2,8,9.81,HG04199.m54329U_210620_071842.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG04199/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04199.m54329U_210620_071842.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158602,PRJNA701308,SAMN26267389,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,24.65,18468,TRUE,m54329U_210620_071842.5mc.hifi_reads.bam,
HG04204,bam,m54329U_210514_222517-bc1003_BAK8A_OA.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG04204/raw_data/PacBio_HiFi/m54329U_210514_222517-bc1003_BAK8A_OA.hifi_reads.bam,UW_HPRC_HiFi_Y2,9,11.4,HG04204.m54329U_210514_222517.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04204/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04204.m54329U_210514_222517.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158603,PRJNA701308,SAMN26267390,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,27.88,19438,TRUE,m54329U_210514_222517-bc1003_BAK8A_OA.5mc.hifi_reads.bam,2.1.0
HG02135,bam,m54329U_210507_224951-bc1009_BAK8A_OA.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m54329U_210507_224951-bc1009_BAK8A_OA.hifi_reads.bam,UW_HPRC_HiFi_Y2,0.9,1.22,HG02135.m54329U_210507_224951.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02135/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02135.m54329U_210507_224951.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158584,PRJNA701308,SAMN26267392,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,2.87,18430,TRUE,m54329U_210507_224951-bc1009_BAK8A_OA.5mc.hifi_reads.bam,2.1.0
HG01884,bam,m54329U_210718_084331.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m54329U_210718_084331.hifi_reads.bam,UW_HPRC_HiFi_Y2,12.6,13.93,HG01884.m54329U_210718_084331.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01884.m54329U_210718_084331.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158605,PRJNA701308,SAMN26267393,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,39.07,18283,TRUE,m54329U_210718_084331.5mc.hifi_reads.bam,
HG02135,bam,m64076_210602_215048.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m64076_210602_215048.hifi_reads.bam,UW_HPRC_HiFi_Y2,5.3,5.95,HG02135.m64076_210602_215048.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02135/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02135.m64076_210602_215048.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158606,PRJNA701308,SAMN26267392,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,16.38,17968,TRUE,m64076_210602_215048.5mc.hifi_reads.bam,
HG02135,bam,m54329U_210715_074913.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m54329U_210715_074913.hifi_reads.bam,UW_HPRC_HiFi_Y2,10.6,12.96,HG02135.m54329U_210715_074913.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02135/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02135.m54329U_210715_074913.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158585,PRJNA701308,SAMN26267392,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,32.88,17837,TRUE,m54329U_210715_074913.5mc.hifi_reads.bam,
HG02293,bam,m54329U_210719_222842.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/m54329U_210719_222842.hifi_reads.bam,UW_HPRC_HiFi_Y2,11.1,13.29,HG02293.m54329U_210719_222842.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02293.m54329U_210719_222842.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158587,PRJNA701308,SAMN26267394,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,34.41,18911,TRUE,m54329U_210719_222842.5mc.hifi_reads.bam,
HG02300,bam,m54329U_210711_215946.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m54329U_210711_215946.hifi_reads.bam,UW_HPRC_HiFi_Y2,9.4,10.9,HG02300.m54329U_210711_215946.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02300.m54329U_210711_215946.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158586,PRJNA701308,SAMN26267395,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,29.06,17807,TRUE,m54329U_210711_215946.5mc.hifi_reads.bam,
HG02738,bam,m64076_210714_200553.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m64076_210714_200553.hifi_reads.bam,UW_HPRC_HiFi_Y2,7.8,9.52,HG02738.m64076_210714_200553.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02738.m64076_210714_200553.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158588,PRJNA701308,SAMN26267396,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,24.17,19100,TRUE,m64076_210714_200553.5mc.hifi_reads.bam,
HG04184,bam,m64076_210709_232529.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG04184/raw_data/PacBio_HiFi/m64076_210709_232529.hifi_reads.bam,UW_HPRC_HiFi_Y2,8.7,10.67,HG04184.m64076_210709_232529.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG04184/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04184.m64076_210709_232529.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158589,PRJNA701308,SAMN26267397,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,26.83,18521,TRUE,m64076_210709_232529.5mc.hifi_reads.bam,
HG04228,bam,m64076_210618_160639.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG04228/raw_data/PacBio_HiFi/m64076_210618_160639.hifi_reads.bam,UW_HPRC_HiFi_Y2,8.5,11.25,HG04228.m64076_210618_160639.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04228/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04228.m64076_210618_160639.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158590,PRJNA701308,SAMN26267391,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,26.36,19365,TRUE,m64076_210618_160639.5mc.hifi_reads.bam,
HG00642,bam,m64076_210520_213355.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00642/raw_data/PacBio_HiFi/m64076_210520_213355.hifi_reads.bam,UW_HPRC_HiFi_Y2,10.2,11.51,HG00642.m64076_210520_213355.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG00642/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00642.m64076_210520_213355.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158610,PRJNA701308,SAMN26267378,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,31.58,20270,TRUE,m64076_210520_213355.5mc.hifi_reads.bam,
HG01346,bam,m64076_210621_234241.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01346/raw_data/PacBio_HiFi/m64076_210621_234241.hifi_reads.bam,UW_HPRC_HiFi_Y2,11.4,12.81,HG01346.m64076_210621_234241.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01346/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01346.m64076_210621_234241.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158609,PRJNA701308,SAMN26267379,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,35.23,19771,TRUE,m64076_210621_234241.5mc.hifi_reads.bam,
HG02071,bam,m64076_210609_084637.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02071/raw_data/PacBio_HiFi/m64076_210609_084637.hifi_reads.bam,UW_HPRC_HiFi_Y2,9.7,11.23,HG02071.m64076_210609_084637.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02071/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02071.m64076_210609_084637.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158592,PRJNA701308,SAMN26267380,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,30.15,19429,TRUE,m64076_210609_084637.5mc.hifi_reads.bam,
HG02074,bam,m64076_210630_101034.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02074/raw_data/PacBio_HiFi/m64076_210630_101034.hifi_reads.bam,UW_HPRC_HiFi_Y2,10,12.19,HG02074.m64076_210630_101034.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02074/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02074.m64076_210630_101034.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158594,PRJNA701308,SAMN26267381,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,31,19883,TRUE,m64076_210630_101034.5mc.hifi_reads.bam,
HG02132,bam,m54329U_210705_145805.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02132/raw_data/PacBio_HiFi/m54329U_210705_145805.hifi_reads.bam,UW_HPRC_HiFi_Y2,10.9,12.28,HG02132.m54329U_210705_145805.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02132/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02132.m54329U_210705_145805.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158595,PRJNA701308,SAMN26267382,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,33.68,20026,TRUE,m54329U_210705_145805.5mc.hifi_reads.bam,
