sample_id,filename,filetype,biosample_accession,library_strategy,library_source,platform,instrument_model,seq_kit,basecaller,basecaller_version,basecaller_model,modbase_model,generator_facility,generator_contact,path,read_N50,total_gbp,coverage,100kb+,whales,accession,study,bioproject_accession,production,sequencing_chemistry
HG01884,08_17_21_R941_HG01884_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26267393,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01884/raw_data/nanopore/guppy_6/08_17_21_R941_HG01884_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,81515,67.44,20.44,7.84,14,SRR26313860,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG01884,08_17_21_R941_HG01884_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26267393,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01884/raw_data/nanopore/guppy_6/08_17_21_R941_HG01884_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,78937,65.99,20,7.35,10,SRR26313860,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG01884,08_17_21_R941_HG01884_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26267393,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01884/raw_data/nanopore/guppy_6/08_17_21_R941_HG01884_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,72924,45.84,13.89,4.64,8,SRR26313860,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG00544,07_13_21_R941_HG00544_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26237491,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00544/raw_data/nanopore/guppy_6/07_13_21_R941_HG00544_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,62839,70.63,21.4,4.89,0,SRR26313840,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG01943,08_17_21_R941_HG01943_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26237499,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01943/raw_data/nanopore/guppy_6/08_17_21_R941_HG01943_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,72475,89.17,27.02,8.87,1,SRR26313848,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG01943,08_17_21_R941_HG01943_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26237499,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01943/raw_data/nanopore/guppy_6/08_17_21_R941_HG01943_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,68632,49.72,15.07,4.59,0,SRR26313848,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG01943,08_17_21_R941_HG01943_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26237499,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01943/raw_data/nanopore/guppy_6/08_17_21_R941_HG01943_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,65101,67.8,20.55,5.92,1,SRR26313848,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG01981,08_25_21_R941_HG01981_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26237500,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01981/raw_data/nanopore/guppy_6/08_25_21_R941_HG01981_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,66847,56.38,17.09,4.92,2,SRR26313841,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG01981,08_25_21_R941_HG01981_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26237500,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01981/raw_data/nanopore/guppy_6/08_25_21_R941_HG01981_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,65984,80.81,24.49,6.96,1,SRR26313841,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG01981,08_25_21_R941_HG01981_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26237500,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01981/raw_data/nanopore/guppy_6/08_25_21_R941_HG01981_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,65439,69.28,20.99,5.88,0,SRR26313841,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG01993,08_10_21_R941_HG01993_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26237501,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01993/raw_data/nanopore/guppy_6/08_10_21_R941_HG01993_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,79775,81.17,24.6,9.14,6,SRR26313842,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG01993,08_10_21_R941_HG01993_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26237501,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01993/raw_data/nanopore/guppy_6/08_10_21_R941_HG01993_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,83016,117.99,35.76,14.08,3,SRR26313842,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG01993,08_10_21_R941_HG01993_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26237501,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01993/raw_data/nanopore/guppy_6/08_10_21_R941_HG01993_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,83178,114.71,34.76,13.81,4,SRR26313842,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02004,08_25_21_R941_HG02004_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26237502,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02004/raw_data/nanopore/guppy_6/08_25_21_R941_HG02004_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,89941,116.98,35.45,15.74,4,SRR26313843,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG00544,07_13_21_R941_HG00544_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26237491,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00544/raw_data/nanopore/guppy_6/07_13_21_R941_HG00544_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,65631,76.46,23.17,5.68,4,SRR26313840,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02004,08_25_21_R941_HG02004_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26237502,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02004/raw_data/nanopore/guppy_6/08_25_21_R941_HG02004_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,89761,103.09,31.24,13.86,2,SRR26313843,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02004,08_25_21_R941_HG02004_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26237502,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02004/raw_data/nanopore/guppy_6/08_25_21_R941_HG02004_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,85447,58.55,17.74,7.42,1,SRR26313843,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02071,07_13_21_R941_HG02071_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26267380,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02071/raw_data/nanopore/guppy_6/07_13_21_R941_HG02071_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,68103,94.47,28.63,7.61,0,SRR26313834,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02071,07_13_21_R941_HG02071_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26267380,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02071/raw_data/nanopore/guppy_6/07_13_21_R941_HG02071_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,67686,105.36,31.93,8.45,0,SRR26313834,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02071,07_13_21_R941_HG02071_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26267380,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02071/raw_data/nanopore/guppy_6/07_13_21_R941_HG02071_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,67347,60.19,18.24,4.76,0,SRR26313834,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02074,07_13_21_R941_HG02074_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26267381,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02074/raw_data/nanopore/guppy_6/07_13_21_R941_HG02074_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,62895,88.36,26.78,6.32,0,SRR26313835,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02074,07_13_21_R941_HG02074_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26267381,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02074/raw_data/nanopore/guppy_6/07_13_21_R941_HG02074_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,62972,93.19,28.24,6.81,0,SRR26313835,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG00609,08_10_21_R941_HG00609_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26237492,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00609/raw_data/nanopore/guppy_6/08_10_21_R941_HG00609_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,73742,93.22,28.25,8.82,4,SRR26313861,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02074,07_13_21_R941_HG02074_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26267381,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02074/raw_data/nanopore/guppy_6/07_13_21_R941_HG02074_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,62011,78.64,23.83,5.53,0,SRR26313835,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02132,07_13_21_R941_HG02132_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26267382,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02132/raw_data/nanopore/guppy_6/07_13_21_R941_HG02132_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,74492,99.88,30.27,10.21,1,SRR26313836,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02132,07_13_21_R941_HG02132_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26267382,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02132/raw_data/nanopore/guppy_6/07_13_21_R941_HG02132_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,74076,45.44,13.77,4.61,0,SRR26313836,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02132,07_13_21_R941_HG02132_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26267382,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02132/raw_data/nanopore/guppy_6/07_13_21_R941_HG02132_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,72221,82.68,25.05,8.1,1,SRR26313836,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02135,06_22_21_R941_HG02135_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26267392,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02135/raw_data/nanopore/guppy_6/06_22_21_R941_HG02135_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,75826,110.43,33.46,11.9,7,SRR26313846,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02135,07_13_21_R941_HG02135_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26267392,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02135/raw_data/nanopore/guppy_6/07_13_21_R941_HG02135_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,72386,47.95,14.53,4.62,0,SRR26313846,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02135,07_13_21_R941_HG02135_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26267392,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02135/raw_data/nanopore/guppy_6/07_13_21_R941_HG02135_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,71374,92.79,28.12,8.8,2,SRR26313846,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG00609,08_10_21_R941_HG00609_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26237492,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00609/raw_data/nanopore/guppy_6/08_10_21_R941_HG00609_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,75448,106.08,32.14,10.45,3,SRR26313861,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02280,08_17_21_R941_HG02280_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26237505,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02280/raw_data/nanopore/guppy_6/08_17_21_R941_HG02280_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,84963,66.07,20.02,8.3,0,SRR26313821,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02280,08_17_21_R941_HG02280_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26237505,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02280/raw_data/nanopore/guppy_6/08_17_21_R941_HG02280_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,82220,114.3,34.64,13.82,2,SRR26313821,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02280,08_17_21_R941_HG02280_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26237505,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02280/raw_data/nanopore/guppy_6/08_17_21_R941_HG02280_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,82435,39.92,12.1,4.85,1,SRR26313821,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02293,08_17_21_R941_HG02293_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26267394,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02293/raw_data/nanopore/guppy_6/08_17_21_R941_HG02293_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,81288,94.09,28.51,10.94,7,SRR26313859,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02293,08_17_21_R941_HG02293_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26267394,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02293/raw_data/nanopore/guppy_6/08_17_21_R941_HG02293_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,81745,99.12,30.04,11.63,6,SRR26313859,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02293,08_17_21_R941_HG02293_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26267394,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02293/raw_data/nanopore/guppy_6/08_17_21_R941_HG02293_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,81085,109.5,33.18,12.69,6,SRR26313859,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02300,08_17_21_R941_HG02300_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26267395,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02300/raw_data/nanopore/guppy_6/08_17_21_R941_HG02300_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,89326,58.23,17.64,7.72,1,SRR26313858,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02300,08_17_21_R941_HG02300_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26267395,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02300/raw_data/nanopore/guppy_6/08_17_21_R941_HG02300_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,89321,85.74,25.98,11.44,16,SRR26313858,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02300,08_17_21_R941_HG02300_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26267395,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02300/raw_data/nanopore/guppy_6/08_17_21_R941_HG02300_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,87466,63.45,19.23,8.27,9,SRR26313858,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG00609,08_10_21_R941_HG00609_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26237492,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00609/raw_data/nanopore/guppy_6/08_10_21_R941_HG00609_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,73789,94.9,28.76,9.09,3,SRR26313861,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
